index,Time,Money Spent,Angra?,Length of account,Total number of SSR,Have saved for servant,Got servant after saving,NA pace?,State of NA?,Auto-Play or NP skip?,DW care?,How the game runs,Faster Lostbelts?,Favorite Servant,Most hated servant,Favorite card type,Play with meta or waifu,Any other gacha?,Gender,Reroll account?,Altera,Arthur Pendragon [Prototype],Artoria Pendragon,Miyamoto Musashi,Mordred,Nero Claudius [Bride],Okita Souji,Ryougi Shiki,Sigurd,Arjuna,Artoria Pendragon [Archer],Gilgamesh,Ishtar,James Moriarty,Napoléon,Nikola Tesla,Orion,Artoria Pendragon [Lancer],Brynhildr,Enkidu,Ereshkigal,Karna,Scathach,Tamamo no Mae [Lancer],Achilles,Artoria Pendragon [Rider Alter],Francis Drake,Iskandar,Ivan the Terrible,Ozymandias,Queen Medb,Quetzalcoatl,Anastasia,Illyasviel von Einzbern,Leonardo Da Vinci,Merlin,Nero Claudius [Caster],Scheherazade,Scáthach-Skaði,Tamamo-no-mae,Xuanzang,Zhuge Liang [El-Melloi II],Cleopatra,Jack the Ripper,King Hassan,MHX,Osakabehime,Semiramis,Shuten Douji,Cu Chulainn [Alter],Florence Nightingale,Hijikata Toshizō,Minamoto no Raikō,Mysterious Heroine X (Alter),Sakata Kintoki,Vlad III,Amakusa Shirou,Jeanne D'arc,Sherlock Holmes,Edmond Dantes,Jeanne D'arc [Alter],Meltlilith,Okita Sōji (Alter),Sesshōin Kiara,Abigail Williams,Katsushika Hokusai
2794,12/07/2020 4:43:42,$101-200 Monthly,No,Between 1 year 6 months and 2 years,38.0,"No, I use my quartz as soon I get them.",I only rarely got my goal,"Slow, the content should be released faster to catch up CN/JP/TW","Good, DW and Aniplex are doing a good management of the NA server",NP Skip,Not Sure,"(iOS) Yes, I feel it runs faster/better.","Yes, I think NA should try to catch up in those dead weeks.",Arthur Pendragon (Prototype),,Buster,I often prefer waifu/husbando/favorite character to play.,I only play FGO as gacha,Female,"No, I started with the given at the start only.",True,True,False,False,True,True,False,False,False,True,False,True,True,False,False,True,True,True,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True
2796,12/07/2020 4:45:50,$101-200 Monthly,Yes,Between 2 years and 2 years 6 months,21.0,"Yes, I have saved for a Servant.",I mostly got all my goal,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",Auto-Play,Not Sure,"(iOS) Yes, I feel it runs faster/better.",Indifferent,Stheno,,"I do not prefer any card type or ""meta"".",I do a mix of both.,"Idolm@ster CG, Idolm@ster Million Live",Male,"Yes, I did reroll for a 5*",True,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,False,True,True,False,True,True,False,True,False,True,False,True,True,False,False,False,True,False,True,False,True,True,False,False,False
2842,12/07/2020 5:42:14,$101-200 Monthly,No,More than 3 years,41.0,"Yes, I have saved for a Servant.",I mostly got all my goal,"Slow, the content should be released faster to catch up CN/JP/TW","Good, DW and Aniplex are doing a good management of the NA server",Both,Not Sure,"(Android) Yes, I feel it runs faster/better.","Yes, I think NA should try to catch up in those dead weeks.",Heracles,,"I do not prefer any card type or ""meta"".",I do a mix of both.,FE: Heroes,Male,"No, I started with the given at the start only.",True,True,True,False,True,False,True,False,True,False,True,False,True,True,True,False,True,True,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,True,True,True,True,False,True,False,True,True,False,False
2852,12/07/2020 5:52:55,$101-200 Monthly,No,Between 6 months and 1 year,31.0,"Yes, I have saved for a Servant.",I got the servant(s) that I saved quartz for.,"Good, the content is released at a good pace","Not good not bad, DW and Aniplex could do better management of the NA server",Both,Not Sure,(Android) I feel it runs the same.,"No, I think NA shouldn't try to catch up in those dead weeks.",Okita Alter,,"I do not prefer any card type or ""meta"".",I do a mix of both.,I only play FGO as gacha,Male,"No, I started with the given at the start only.",False,False,True,True,False,False,True,False,True,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,True,True,False,True,False,False,False,True,False,False,False
2870,12/07/2020 6:03:08,$101-200 Monthly,Yes,Between 1 year 6 months and 2 years,96.0,"Yes, I have saved for a Servant.",I mostly got all my goal,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",NP Skip,"Yes, they do a great job to incentive to keep the players in the game.","(Android) Yes, I feel it runs faster/better.",Indifferent,Okita Alter,,Buster,I do a mix of both.,"Azur Lane, Arknights",Male,"No, I started with the given at the start only.",True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True
2887,12/07/2020 6:25:20,$101-200 Monthly,No,More than 3 years,22.0,"Yes, I have saved for a Servant.",I mostly got all my goal,"Slow, the content should be released faster to catch up CN/JP/TW","Good, DW and Aniplex are doing a good management of the NA server",NP Skip,"Yes, they do a great job to incentive to keep the players in the game.","(iOS) Yes, I feel it runs faster/better.","Yes, I think NA should try to catch up in those dead weeks.",Okita Souji,,Buster,I often prefer waifu/husbando/favorite character to play.,Grand Blue Fantasy,Male,"No, I started with the given at the start only.",False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,True,False,False,True
2895,12/07/2020 6:34:34,$101-200 Monthly,No,Between 2 years 6 months and 3 years,39.0,"Yes, I have saved for a Servant.",I didn't get the servant(s) that I saved quartz for.,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",I don't care,"Yes, they do a great job to incentive to keep the players in the game.","(Android) Yes, I feel it runs faster/better.","Yes, I think NA should try to catch up in those dead weeks.",Okita Saber,Emiya Alter,Quick,I do not think there exists a meta in FGO.,I only play FGO as gacha,Male,"No, I started with the given at the start only.",False,False,False,False,True,True,True,True,False,True,True,False,True,False,False,True,False,False,True,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,True,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,True,True,True,True,False,False,False,True
2915,12/07/2020 6:59:00,$101-200 Monthly,Yes,Between 2 years 6 months and 3 years,37.0,"Yes, I have saved for a Servant.",I mostly got all my goal,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",NP Skip,"Yes, they do a great job to incentive to keep the players in the game.","(Android) Yes, I feel it runs faster/better.","Yes, I think NA should try to catch up in those dead weeks.",Iskandar,Nero,Arts,I often prefer waifu/husbando/favorite character to play.,Grand Blue Fantasy,Male,"No, I started with the given at the start only.",True,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,False,False,False,True,True,False,True,True,True,False,True,True,True,True,False,False,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False,True,True,True,False
2919,12/07/2020 7:03:57,$101-200 Monthly,Yes,Between 2 years 6 months and 3 years,23.0,"Yes, I have saved for a Servant.",I got the servant(s) that I saved quartz for.,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",NP Skip,"Yes, they do a great job to incentive to keep the players in the game.","(Android) Yes, I feel it runs faster/better.","Yes, I think NA should try to catch up in those dead weeks.",Arthur Pendragon Prototype,,"I do not prefer any card type or ""meta"".",I often prefer waifu/husbando/favorite character to play.,,Male,"No, I started with the given at the start only.",False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False
2924,12/07/2020 7:10:46,$101-200 Monthly,Yes,More than 3 years,36.0,"Yes, I have saved for a Servant.",I got the servant(s) that I saved quartz for.,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",NP Skip,"Yes, they do a great job to incentive to keep the players in the game.","(Android) Yes, I feel it runs faster/better.","Yes, I think NA should try to catch up in those dead weeks.",Scathach,Blackbeard,Quick,I do a mix of both.,I only play FGO as gacha,Male,"No, I started with the given at the start only.",True,False,True,True,True,True,True,False,False,False,True,True,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,True,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,True,True,True
2980,12/07/2020 8:11:56,$101-200 Monthly,Yes,Between 2 years and 2 years 6 months,46.0,"Yes, I have saved for a Servant.",I got the servant(s) that I saved quartz for.,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",I don't care,"Yes, they do a great job to incentive to keep the players in the game.","(Android) Yes, I feel it runs faster/better.","No, I think NA shouldn't try to catch up in those dead weeks.",umu bride,none,Arts,I often prefer waifu/husbando/favorite character to play.,I only play FGO as gacha,Male,"Yes, I did reroll for a 5*",True,False,False,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,True,True,False,False,True,True,False,False,False,False,True,True,False,True,True,True,True,False,True,True,False,True,True,False,False,True,False,True,True,False,False,False,True,True,False,True,True,False,False,True,True
3001,12/07/2020 8:37:07,$101-200 Monthly,No,Less than 6 months,24.0,"Yes, I have saved for a Servant.",I only rarely got my goal,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",NP Skip,"Yes, they do a great job to incentive to keep the players in the game.","(iOS) Yes, I feel it runs faster/better.",Indifferent,Raikou,Da Vinci,Buster,I often prefer waifu/husbando/favorite character to play.,I only play FGO as gacha,Male,"Yes, I did reroll for a 5*",True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,True,False,True,True,False
3005,12/07/2020 8:41:37,$101-200 Monthly,Yes,More than 3 years,125.0,"Yes, I have saved for a Servant.",I mostly got all my goal,"Good, the content is released at a good pace","Not good not bad, DW and Aniplex could do better management of the NA server",NP Skip,Not Sure,"(Android) Yes, I feel it runs faster/better.","Yes, I think NA should try to catch up in those dead weeks.",,,Buster,I often prefer waifu/husbando/favorite character to play.,Azur Lane,Male,"No, I started with the given at the start only.",True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
3019,12/07/2020 8:53:24,$101-200 Monthly,Yes,More than 3 years,57.0,"Yes, I have saved for a Servant.",I mostly got all my goal,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",Auto-Play,Not Sure,"(Android) Yes, I feel it runs faster/better.","Yes, I think NA should try to catch up in those dead weeks.",Jeanne Alter,Fergus mac Roich,Buster,I do a mix of both.,I only play FGO as gacha,Male,"No, I started with the given at the start only.",False,True,True,True,True,True,True,True,False,True,True,True,True,False,False,False,True,True,True,False,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,True,True,False,True,True,True,True,False,False,True,True,True,True,True,True,False,False,True,True,False,True,False,True,False,False,True,True,False,True,False,False
3022,12/07/2020 8:56:30,$101-200 Monthly,Yes,More than 3 years,95.0,"Yes, I have saved for a Servant.",I only rarely got my goal,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",I don't care,"Yes, they do a great job to incentive to keep the players in the game.","(Android) Yes, I feel it runs faster/better.",Indifferent,Melt-chan,Columbus,"I do not prefer any card type or ""meta"".",I do a mix of both.,"Grand Chase, Dokkan Battle, Pokémon Masters, Touhou Lost Word",Male,"No, I started with the given at the start only.",True,False,True,True,True,True,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,True,True,True,False,True,True,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False
3031,12/07/2020 9:06:01,$101-200 Monthly,Yes,Between 2 years and 2 years 6 months,59.0,"Yes, I have saved for a Servant.",I mostly got all my goal,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",Auto-Play,"Yes, they do a great job to incentive to keep the players in the game.","(Android) Yes, I feel it runs faster/better.","Yes, I think NA should try to catch up in those dead weeks.",Mash,,Quick,I do a mix of both.,Arknights,Male,"No, I started with the given at the start only.",True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,True,False,True,True,False,False,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True
3056,12/07/2020 9:32:42,$101-200 Monthly,No,Between 2 years 6 months and 3 years,111.0,"Yes, I have saved for a Servant.",I mostly got all my goal,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",Both,"Yes, they do a great job to incentive to keep the players in the game.","(Android) Yes, I feel it runs faster/better.",Indifferent, Chad Orion,Arjuna,Arts,I do not think there exists a meta in FGO.,Magia Record,Male,"No, I started with the given at the start only.",True,False,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,True,True,True,True,True,False,True,False,True,True,False,False,True,False,False,False,True,True,False,True,False,False,True,True,True,False,True,True,False,True,True,True,False,True,True,True,True,False,True,False,True,True,False,True,True,True,True,True,True
3090,12/07/2020 10:02:47,$101-200 Monthly,No,Between 1 year and 1 year 6 months,21.0,"Yes, I have saved for a Servant.",I got the servant(s) that I saved quartz for.,"Good, the content is released at a good pace","Not good not bad, DW and Aniplex could do better management of the NA server",Both,Not Sure,"(Android) Yes, I feel it runs faster/better.",Indifferent,Mordred,,"I do not prefer any card type or ""meta"".",I do a mix of both.,"Azur Lane, Arknights",Male,"No, I started with the given at the start only.",True,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
3135,12/07/2020 11:07:37,$101-200 Monthly,No,Between 6 months and 1 year,23.0,"Yes, I have saved for a Servant.",I mostly got all my goal,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",Both,Not Sure,"(Android) Yes, I feel it runs faster/better.","Yes, I think NA should try to catch up in those dead weeks.",Mordred,,"I do not prefer any card type or ""meta"".",I often prefer waifu/husbando/favorite character to play.,FE: Heroes,Male,"No, I started with the given at the start only.",False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,True
3141,12/07/2020 11:13:46,$101-200 Monthly,No,Between 6 months and 1 year,17.0,"Yes, I have saved for a Servant.",I only rarely got my goal,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",I don't care,"Yes, they do a great job to incentive to keep the players in the game.","(iOS) Yes, I feel it runs faster/better.",Indifferent,Miyamoto Musashi,Colombus,Buster,I do a mix of both.,I only play FGO as gacha,Male,"No, I started with the given at the start only.",False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,True,False,False,False
3151,12/07/2020 11:22:25,$101-200 Monthly,Yes,Between 6 months and 1 year,12.0,"Yes, I have saved for a Servant.",I got the servant(s) that I saved quartz for.,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",I don't care,"Yes, they do a great job to incentive to keep the players in the game.","(Android) Yes, I feel it runs faster/better.","Yes, I think NA should try to catch up in those dead weeks.",Nagao Kagetora,Wu Zetian,"I do not prefer any card type or ""meta"".",I do a mix of both.,I only play FGO as gacha,Male,"Yes, I did reroll for a 5*",True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
3154,12/07/2020 11:28:07,$101-200 Monthly,Yes,Between 2 years and 2 years 6 months,23.0,"Yes, I have saved for a Servant.",I got the servant(s) that I saved quartz for.,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",NP Skip,"Yes, they do a great job to incentive to keep the players in the game.","(iOS) Yes, I feel it runs faster/better.",Indifferent,Scathach,,Quick,I do a mix of both.,"Azur Lane, Arknights",Male,"No, I started with the given at the start only.",False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
3159,12/07/2020 11:33:27,$101-200 Monthly,Yes,Between 2 years 6 months and 3 years,34.0,"Yes, I have saved for a Servant.",I mostly got all my goal,"Good, the content is released at a good pace","Not good not bad, DW and Aniplex could do better management of the NA server",I want no changes,"Yes, they do a great job to incentive to keep the players in the game.","(iOS) Yes, I feel it runs faster/better.",Indifferent,MhxAlter ,,Quick,I often prefer waifu/husbando/favorite character to play.,I only play FGO as gacha,Male,"No, I started with the given at the start only.",True,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,True,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False
3178,12/07/2020 12:08:37,$101-200 Monthly,No,Between 2 years 6 months and 3 years,28.0,"Yes, I have saved for a Servant.",I only rarely got my goal,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",Both,"Yes, they do a great job to incentive to keep the players in the game.","(Android) Yes, I feel it runs faster/better.","Yes, I think NA should try to catch up in those dead weeks.",Mordred of course!,Stheno,Buster,My waifu/husbando/favorite character is meta.,I only play FGO as gacha,Male,"No, I started with the given at the start only.",True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,True,False,True,True,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
3181,12/07/2020 12:14:08,$101-200 Monthly,Yes,Between 2 years and 2 years 6 months,27.0,"Yes, I have saved for a Servant.",I got the servant(s) that I saved quartz for.,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",Both,"Yes, they do a great job to incentive to keep the players in the game.","(Android) Yes, I feel it runs faster/better.","No, I think NA shouldn't try to catch up in those dead weeks.",Frankenstein,,Buster,I often prefer to play with meta characters.,"Azur Lane, Arknights",Male,"No, I started with the given at the start only.",True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False
3182,12/07/2020 12:17:21,$101-200 Monthly,Yes,Between 6 months and 1 year,30.0,"Yes, I have saved for a Servant.",I mostly got all my goal,"Good, the content is released at a good pace","Not good not bad, DW and Aniplex could do better management of the NA server",Both,"Yes, they do a great job to incentive to keep the players in the game.",(Android) I feel it runs the same.,"Yes, I think NA should try to catch up in those dead weeks.",Jeanne Alter (Avenger),,"I do not prefer any card type or ""meta"".",I often prefer waifu/husbando/favorite character to play.,FE: Heroes,Male,"Yes, I did reroll for a 5*",True,False,False,False,True,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True,True,True,False,False,False,True,True,True,True,False,True,False,False,True,False,False,False,False,True,False,True,True,False,False
3187,12/07/2020 12:27:11,$101-200 Monthly,No,Between 1 year 6 months and 2 years,80.0,"Yes, I have saved for a Servant.",I mostly got all my goal,"Good, the content is released at a good pace","Not good not bad, DW and Aniplex could do better management of the NA server",Auto-Play,Not Sure,(Android) I feel it runs the same.,"Yes, I think NA should try to catch up in those dead weeks.",Tamamo-no-Mae,Columbus,Buster,I do a mix of both.,I only play FGO as gacha,Male,"No, I started with the given at the start only.",True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
3191,12/07/2020 12:35:42,$101-200 Monthly,Yes,Between 1 year 6 months and 2 years,35.0,"Yes, I have saved for a Servant.",I mostly got all my goal,"Slow, the content should be released faster to catch up CN/JP/TW","Good, DW and Aniplex are doing a good management of the NA server",I don't care,Not Sure,(iOS) I feel it runs the same.,"Yes, I think NA should try to catch up in those dead weeks.",Mordred,,"I do not prefer any card type or ""meta"".",I do not think there exists a meta in FGO.,"Azur Lane, Arknights",Male,"No, I started with the given at the start only.",False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,False,False,True,True,False,False,False,False,True,False,False,False,True,True,True,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False
3214,12/07/2020 13:07:56,$101-200 Monthly,Yes,Between 6 months and 1 year,11.0,"Yes, I have saved for a Servant.",I got the servant(s) that I saved quartz for.,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",NP Skip,Not Sure,"(Android) Yes, I feel it runs faster/better.","Yes, I think NA should try to catch up in those dead weeks.",MHXX,,Quick,I do a mix of both.,"Azur Lane, Arknights",Male,"No, I started with the given at the start only.",False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
3240,12/07/2020 14:18:53,$101-200 Monthly,No,More than 3 years,43.0,"Yes, I have saved for a Servant.",I mostly got all my goal,"Slow, the content should be released faster to catch up CN/JP/TW","Good, DW and Aniplex are doing a good management of the NA server",Both,"Yes, they do a great job to incentive to keep the players in the game.","(Android) Yes, I feel it runs faster/better.","Yes, I think NA should try to catch up in those dead weeks.","Kiara, Kama, scáthach, mordred, okita, jeanne alter",Elisabeth Bathory,"I do not prefer any card type or ""meta"".",I do a mix of both.,I only play FGO as gacha,Male,"Yes, I did reroll for a 5*",False,False,True,True,True,False,False,False,False,True,True,False,True,False,False,False,False,True,True,True,True,False,False,True,False,True,False,True,False,True,True,True,False,False,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,True,True,True,True,True,False
3251,12/07/2020 14:49:35,$101-200 Monthly,No,Between 2 years and 2 years 6 months,60.0,"Yes, I have saved for a Servant.",I mostly got all my goal,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",I want no changes,"Yes, they do a great job to incentive to keep the players in the game.","(iOS) Yes, I feel it runs faster/better.","Yes, I think NA should try to catch up in those dead weeks.",DaVinci,Phantom,"I do not prefer any card type or ""meta"".",I often prefer waifu/husbando/favorite character to play.,"Azur Lane, FE: Heroes, Pokemon Masters",Male,"No, I started with the given at the start only.",True,False,True,True,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,False,False,True,True,True,False,True,True,False,False,False,True,True,True,False,False,False
3277,12/07/2020 16:58:36,$101-200 Monthly,Yes,Between 2 years and 2 years 6 months,43.0,"Yes, I have saved for a Servant.",I mostly got all my goal,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",I don't care,Not Sure,(iOS) I feel it runs the same.,"No, I think NA shouldn't try to catch up in those dead weeks.",Scathach,Li Shuwen,"I do not prefer any card type or ""meta"".",I do a mix of both.,Azur Lane,Male,"No, I started with the given at the start only.",False,False,True,True,True,True,False,True,False,False,True,False,True,False,False,False,False,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,True,True,False,False,False
3287,12/07/2020 17:44:37,$101-200 Monthly,Yes,Between 2 years 6 months and 3 years,85.0,"Yes, I have saved for a Servant.",I got the servant(s) that I saved quartz for.,"Good, the content is released at a good pace","Not good not bad, DW and Aniplex could do better management of the NA server",NP Skip,"Yes, they do a great job to incentive to keep the players in the game.",(Android) I feel it runs the same.,"Yes, I think NA should try to catch up in those dead weeks.",Casko,None,Arts,I do a mix of both.,"Arknights, Dragalia Lost",Male,"No, I started with the given at the start only.",False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True
3298,12/07/2020 18:52:46,$101-200 Monthly,Yes,Between 1 year 6 months and 2 years,26.0,"Yes, I have saved for a Servant.",I mostly got all my goal,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",NP Skip,"Yes, they do a great job to incentive to keep the players in the game.","(Android) Yes, I feel it runs faster/better.","Yes, I think NA should try to catch up in those dead weeks.",Mordred,Columbus,Buster,I do a mix of both.,Girls Frontline,Male,"No, I started with the given at the start only.",True,False,False,True,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True
35,11/07/2020 16:44:36,$201-300 Monthly,Yes,Between 1 year 6 months and 2 years,72.0,"Yes, I have saved for a Servant.",I mostly got all my goal,"Good, the content is released at a good pace","Not good not bad, DW and Aniplex could do better management of the NA server",Both,Not Sure,"(Android) Yes, I feel it runs faster/better.","No, I think NA shouldn't try to catch up in those dead weeks.",Shuten Douji,,Buster,I do a mix of both.,"Magireco, Symphogear, SAO ARS, LLSIFAS",Male,"No, I started with the given at the start only.",True,False,True,True,True,False,True,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,False,True,False,False,False,False,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,False,False,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True
