Marca temporal,How much money have you used in-game?,SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger or Angra,Extra Section: Summer SRs,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ","With respect to the past question, are you or did you saved for a banner/servant, not wasting SQ?","Only if you do want to answer, are you female or male?","And as final question, did you rerolled when you started playing?",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger or Angra,Extra Section: Summer SRs,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ","With respect to the past question, are you or did you saved for a banner/servant, not wasting SQ?","Only if you do want to answer, are you female or male?","And as final question, did you rerolled when you started playing?",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger or Angra,Extra Section: Summer SRs,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ","With respect to the past question, are you or did you saved for a banner/servant, not wasting SQ?","Only if you do want to answer, are you female or male?","And as final question, did you rerolled when you started playing?",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger or Angra,Extra Section: Summer SRs,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ","With respect to the past question, are you or did you saved for a banner/servant, not wasting SQ?","Only if you do want to answer, are you female or male?","And as final question, did you rerolled when you started playing?",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger or Angra,Extra Section: Summer SRs,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ","With respect to the past question, are you or did you saved for a banner/servant, not wasting SQ?","Only if you do want to answer, are you female or male?","And as final question, did you rerolled when you started playing?",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger or Angra,Extra Section: Summer SRs,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ","With respect to the past question, are you or did you saved for a banner/servant, not wasting SQ?","Only if you do want to answer, are you female or male?","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>500USD & <1000USD]","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>1001USD & <2000USD]","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>2001USD & <3000USD]","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>3001USD & <4000USD]","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>4001USD & <5000USD]","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>5000USD]","And as final question, did you rerolled when you started playing?",,,"4,957016435"
8/08/2018 9:35:32,Paid Gacha Only,,,,,,,,,,,,,,,,,,,Ozymandias,,Jack the Ripper,,,,,,2,No,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 9:39:51,Paid Gacha Only,,,,,,,,,,,,,,,,"Artoria Pendragon, Okita Souji","Orion, Artoria Pendragon [Archer]",Scathach,Ozymandias,"Zhuge Liang [El-Melloi II], Tamamo-no-mae",,,,Jeanne D'arc [Alter],Shishou NP5 [Assassin] aka event done,More than 1 year,10,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 9:41:14,F2P,Ryougi Shiki,"Orion, Nikola Tesla",Karna,,Tamamo-no-mae,,,,,Martha [Ruler],Between 3 and 6 months,5,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 9:41:43,More than 300USD but less than 500 Montlhy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera, Okita Souji, Mordred","Gilgamesh, Orion, Nikola Tesla, Artoria Pendragon [Archer]",Brynhildr,"Francis Drake, Ozymandias","Zhuge Liang [El-Melloi II], Tamamo-no-mae, Xuanzang",MHX,"Vlad III, Cu Chulainn [Alter]",Jeanne D'arc,Jeanne D'arc [Alter],"Kiyohime [Lancer], Mordred [Rider], Marie [Caster], Martha [Ruler]",More than 1 year,33,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 9:42:42,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mordred, Nero Claudius [Bride]","Arjuna, Artoria Pendragon [Archer]",Tamamo no Mae [Lancer],Ozymandias,"Zhuge Liang [El-Melloi II], Xuanzang","Jack the Ripper, MHX",Cu Chulainn [Alter],"Jeanne D'arc, Amakusa Shirou","Jeanne D'arc [Alter], Extra Option: Angra Mainyu","Kiyohime [Lancer], Mordred [Rider], Marie [Caster], Martha [Ruler]",Between 6 and 12 months,14,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 9:45:42,More than 100USD but less than 300 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Okita Souji",,Tamamo no Mae [Lancer],Ozymandias,Zhuge Liang [El-Melloi II],Shuten Douji,Vlad III,Jeanne D'arc,,"Kiyohime [Lancer], Mordred [Rider], Anne/Mary [Archer], Marie [Caster], Martha [Ruler]",More than 1 year,11,No,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 9:51:00,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera",Nikola Tesla,,"Francis Drake, Ozymandias","Zhuge Liang [El-Melloi II], Xuanzang",MHX,"Vlad III, Florence Nightingale",,Extra Option: Angra Mainyu,"Marie [Caster], Martha [Ruler], Shishou NP5 [Assassin] aka event done",More than 1 year,13,No,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 9:51:00,F2P,,Arjuna,,,,,,,Extra Option: Angra Mainyu,Marie [Caster],More than 1 year,1,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 9:52:15,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tamamo no Mae [Lancer],Queen Medb,,,Florence Nightingale,,"Jeanne D'arc [Alter], Edmond Dantes","Anne/Mary [Archer], Shishou NP5 [Assassin] aka event done",Between 3 and 6 months,6,No,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 9:55:25,F2P,Altera,,,,,,,,,,Less than 1 month,1,No,Prefer not to say,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 9:56:16,More than 100USD but less than 300 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera, Mordred",Orion,"Scathach, Tamamo no Mae [Lancer]",,"Zhuge Liang [El-Melloi II], Tamamo-no-mae, Xuanzang",,Minamoto no Raikō,Jeanne D'arc,Jeanne D'arc [Alter],"Kiyohime [Lancer], Mordred [Rider], Shishou NP5 [Assassin] aka event done",More than 1 year,16,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 10:00:41,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Artoria Pendragon,Nikola Tesla,Tamamo no Mae [Lancer],Ozymandias,Leonardo Da Vinci,,,Jeanne D'arc,Extra Option: Angra Mainyu,"Kiyohime [Lancer], Martha [Ruler], Shishou NP5 [Assassin] aka event done",Between 6 and 12 months,7,No,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 10:08:36,Paid Gacha Only,,,,,,,,,,,,,,,,Artoria Pendragon,,Brynhildr,,Tamamo-no-mae,,"Vlad III, Florence Nightingale",,Extra Option: Angra Mainyu,Martha [Ruler],More than 1 year,5,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 10:12:13,F2P,,Artoria Pendragon [Archer],,Iskandar,,,,,,,Between 3 and 6 months,3,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 10:14:42,F2P,,,Scathach,,Leonardo Da Vinci,,,,,"Mordred [Rider], Shishou NP5 [Assassin] aka event done",Between 3 and 6 months,2,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 10:17:12,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Okita Souji, Nero Claudius [Bride]","Arjuna, Artoria Pendragon [Archer]",Tamamo no Mae [Lancer],Ozymandias,"Zhuge Liang [El-Melloi II], Xuanzang",,"Vlad III, Minamoto no Raikō",Jeanne D'arc,,"Kiyohime [Lancer], Mordred [Rider], Anne/Mary [Archer], Martha [Ruler], Shishou NP5 [Assassin] aka event done",More than 1 year,17,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 10:17:27,More than 100USD but less than 300 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Mordred",Artoria Pendragon [Archer],Tamamo no Mae [Lancer],Ozymandias,Zhuge Liang [El-Melloi II],Shuten Douji,"Vlad III, Cu Chulainn [Alter], Florence Nightingale, Minamoto no Raikō",Jeanne D'arc,Extra Option: Angra Mainyu,"Marie [Caster], Martha [Ruler], Shishou NP5 [Assassin] aka event done",Between 6 and 12 months,15,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 10:18:56,F2P,Artoria Pendragon,Arjuna,Scathach,Iskandar,Tamamo-no-mae,,Minamoto no Raikō,,,Martha [Ruler],Between 3 and 6 months,6,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 10:21:27,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Artoria Pendragon,"Orion, Artoria Pendragon [Archer]","Scathach, Artoria Pendragon [Lancer]",Francis Drake,Leonardo Da Vinci,,Cu Chulainn [Alter],,Extra Option: Angra Mainyu,"Anne/Mary [Archer], Shishou NP5 [Assassin] aka event done",Between 3 and 6 months,10,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 10:21:34,F2P,Mordred,,,,,,,,,,Between 3 and 6 months,1,No,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 10:24:57,F2P,Nero Claudius [Bride],"Orion, Arjuna",,Ozymandias,"Zhuge Liang [El-Melloi II], Tamamo-no-mae",,Cu Chulainn [Alter],,,"Kiyohime [Lancer], Shishou NP5 [Assassin] aka event done",More than 1 year,8,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 10:28:15,Paid Gacha Only,,,,,,,,,,,,,,,,,,,,,,Florence Nightingale,Amakusa Shirou,Edmond Dantes,"Mordred [Rider], Marie [Caster], Martha [Ruler], Shishou NP5 [Assassin] aka event done",Between 6 and 12 months,3,No,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 10:28:47,F2P,Artoria Pendragon,,Karna,,,Shuten Douji,Florence Nightingale,,Jeanne D'arc [Alter],"Kiyohime [Lancer], Mordred [Rider], Marie [Caster], Shishou NP5 [Assassin] aka event done",Between 6 and 12 months,5,Yes,Prefer not to say,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 10:30:38,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Altera, Okita Souji, Mordred, Ryougi Shiki",Arjuna,"Scathach, Tamamo no Mae [Lancer]","Francis Drake, Iskandar","Zhuge Liang [El-Melloi II], Leonardo Da Vinci","Jack the Ripper, MHX, Shuten Douji","Florence Nightingale, Minamoto no Raikō",Jeanne D'arc,Jeanne D'arc [Alter],"Kiyohime [Lancer], Anne/Mary [Archer], Martha [Ruler]",More than 1 year,21,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 10:30:47,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Okita Souji, Mordred",Gilgamesh,"Scathach, Tamamo no Mae [Lancer]",Queen Medb,Tamamo-no-mae,,Vlad III,,,Mordred [Rider],More than 1 year,10,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 10:31:55,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Altera,"Orion, Nikola Tesla, Artoria Pendragon [Archer]","Karna, Artoria Pendragon [Lancer]",Ozymandias,Zhuge Liang [El-Melloi II],,"Sakata Kintoki, Vlad III",,Extra Option: Angra Mainyu,"Marie [Caster], Shishou NP5 [Assassin] aka event done",More than 1 year,13,No,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 10:33:32,F2P,,Arjuna,Tamamo no Mae [Lancer],,Zhuge Liang [El-Melloi II],Jack the Ripper,Minamoto no Raikō,Jeanne D'arc,Extra Option: Angra Mainyu,,More than 1 year,7,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 10:33:35,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera",,Tamamo no Mae [Lancer],"Queen Medb, Iskandar, Ozymandias",Zhuge Liang [El-Melloi II],Shuten Douji,,Jeanne D'arc,,Martha [Ruler],More than 1 year,10,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 10:38:43,Paid Gacha Only,,,,,,,,,,,,,,,,,,Karna,Queen Medb,,,,,,,Between 1 and 3 months,2,Yes,Prefer not to say,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 10:39:53,Paid Gacha Only,,,,,,,,,,,,,,,,,,,,Xuanzang,,,,,,Between 3 and 6 months,2,Yes,Prefer not to say,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 10:40:11,Paid Gacha Only,,,,,,,,,,,,,,,,Nero Claudius [Bride],,"Karna, Artoria Pendragon [Lancer], Tamamo no Mae [Lancer]",Iskandar,"Zhuge Liang [El-Melloi II], Tamamo-no-mae, Xuanzang, Leonardo Da Vinci",MHX,"Sakata Kintoki, Florence Nightingale","Jeanne D'arc, Amakusa Shirou",,"Mordred [Rider], Martha [Ruler], Shishou NP5 [Assassin] aka event done",More than 1 year,16,No,Female,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 10:43:19,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Altera, Mordred, Nero Claudius [Bride], Ryougi Shiki",Artoria Pendragon [Archer],Karna,Ozymandias,,"Jack the Ripper, MHX","Vlad III, Minamoto no Raikō",,Jeanne D'arc [Alter],Martha [Ruler],Between 6 and 12 months,14,No,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 10:43:25,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Okita Souji,,"Scathach, Tamamo no Mae [Lancer]",,"Zhuge Liang [El-Melloi II], Xuanzang",,,,,Shishou NP5 [Assassin] aka event done,More than 1 year,6,No,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 10:44:55,Paid Gacha Only,,,,,,,,,,,,,,,,"Artoria Pendragon, Mordred",,Tamamo no Mae [Lancer],Ozymandias,,,"Vlad III, Cu Chulainn [Alter]",,,Anne/Mary [Archer],More than 1 year,7,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 10:46:05,More than 100USD but less than 300 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Altera,Nikola Tesla,"Scathach, Karna, Artoria Pendragon [Lancer]",Ozymandias,"Zhuge Liang [El-Melloi II], Xuanzang",,,"Jeanne D'arc, Amakusa Shirou","Jeanne D'arc [Alter], Edmond Dantes, Extra Option: Angra Mainyu","Kiyohime [Lancer], Mordred [Rider], Anne/Mary [Archer]",More than 1 year,12,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 10:46:07,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Altera,Artoria Pendragon [Archer],,Ozymandias,Tamamo-no-mae,,Cu Chulainn [Alter],Jeanne D'arc,,Marie [Caster],More than 1 year,8,Yes,Female,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 10:48:46,F2P,,Orion,,,Zhuge Liang [El-Melloi II],,Vlad III,,Extra Option: Angra Mainyu,,Between 6 and 12 months,3,No,Female,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 10:51:54,Paid Gacha Only,,,,,,,,,,,,,,,,,,,,"Zhuge Liang [El-Melloi II], Xuanzang",Jack the Ripper,,,,"Mordred [Rider], Marie [Caster]",Between 3 and 6 months,,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 10:54:31,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Altera,Arjuna,Tamamo no Mae [Lancer],"Francis Drake, Iskandar",Zhuge Liang [El-Melloi II],Shuten Douji,,Jeanne D'arc,,"Mordred [Rider], Anne/Mary [Archer]",More than 1 year,11,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 11:04:48,More than 500 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Okita Souji",Artoria Pendragon [Archer],"Scathach, Tamamo no Mae [Lancer]",Ozymandias,Tamamo-no-mae,,"Sakata Kintoki, Minamoto no Raikō",Jeanne D'arc,Jeanne D'arc [Alter],"Anne/Mary [Archer], Marie [Caster], Martha [Ruler]",Between 6 and 12 months,14,Yes,Male,,,Between 11 and 20,,,,No,,,
8/08/2018 11:06:42,Paid Gacha Only,,,,,,,,,,,,,,,,"Altera, Mordred, Ryougi Shiki","Orion, Nikola Tesla, Artoria Pendragon [Archer]","Scathach, Brynhildr, Tamamo no Mae [Lancer]","Queen Medb, Iskandar, Ozymandias","Zhuge Liang [El-Melloi II], Xuanzang, Leonardo Da Vinci","Jack the Ripper, MHX, Shuten Douji","Sakata Kintoki, Cu Chulainn [Alter], Florence Nightingale, Minamoto no Raikō",,"Jeanne D'arc [Alter], Edmond Dantes","Kiyohime [Lancer], Mordred [Rider], Martha [Ruler], Shishou NP5 [Assassin] aka event done",Between 6 and 12 months,29,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 11:12:29,F2P,,,,,Zhuge Liang [El-Melloi II],,,Jeanne D'arc,,Martha [Ruler],More than 1 year,3,No,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 11:14:27,Paid Gacha Only,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera",,,,,,,Jeanne D'arc,"Jeanne D'arc [Alter], Extra Option: Angra Mainyu",,Between 6 and 12 months,4,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 11:15:06,F2P,Altera,Orion,Scathach,,Xuanzang,,,,,"Kiyohime [Lancer], Anne/Mary [Archer], Martha [Ruler]",Between 3 and 6 months,6,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 11:17:27,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera","Gilgamesh, Artoria Pendragon [Archer]",,"Queen Medb, Iskandar",,,Florence Nightingale,Jeanne D'arc,Jeanne D'arc [Alter],,Between 3 and 6 months,10,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 11:18:18,F2P,Altera,,Tamamo no Mae [Lancer],,,,"Cu Chulainn [Alter], Florence Nightingale",,,Shishou NP5 [Assassin] aka event done,Between 6 and 12 months,4,No,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 11:18:22,F2P,,,Tamamo no Mae [Lancer],,,,Sakata Kintoki,,,,Between 1 and 3 months,2,No,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 11:18:26,Paid Gacha Only,,,,,,,,,,,,,,,,,Orion,,"Queen Medb, Ozymandias",Xuanzang,,Vlad III,,Extra Option: Angra Mainyu,"Marie [Caster], Shishou NP5 [Assassin] aka event done",Between 3 and 6 months,6,No,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 11:24:16,F2P,Artoria Pendragon,Orion,,Francis Drake,Tamamo-no-mae,,Florence Nightingale,Jeanne D'arc,Edmond Dantes,Kiyohime [Lancer],Between 6 and 12 months,7,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 11:24:59,More than 100USD but less than 300 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Altera,"Orion, Nikola Tesla, Artoria Pendragon [Archer]","Artoria Pendragon [Lancer], Tamamo no Mae [Lancer]",Ozymandias,"Tamamo-no-mae, Leonardo Da Vinci",,,,,"Mordred [Rider], Anne/Mary [Archer], Martha [Ruler]",Between 1 and 3 months,12,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 11:34:31,More than 100USD but less than 300 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Altera,,"Scathach, Tamamo no Mae [Lancer]",Queen Medb,"Zhuge Liang [El-Melloi II], Tamamo-no-mae, Xuanzang",MHX,Vlad III,Jeanne D'arc,,"Kiyohime [Lancer], Mordred [Rider], Anne/Mary [Archer], Marie [Caster], Martha [Ruler]",More than 1 year,11,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 11:35:27,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Nero Claudius [Bride], Ryougi Shiki","Nikola Tesla, Arjuna, Artoria Pendragon [Archer]","Scathach, Artoria Pendragon [Lancer], Tamamo no Mae [Lancer]","Francis Drake, Ozymandias","Zhuge Liang [El-Melloi II], Xuanzang",,Cu Chulainn [Alter],,"Jeanne D'arc [Alter], Edmond Dantes",,Between 6 and 12 months,16,No,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 11:47:32,More than 100USD but less than 300 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Artoria Pendragon,Nikola Tesla,"Karna, Tamamo no Mae [Lancer]",,,,,,,Shishou NP5 [Assassin] aka event done,More than 1 year,4,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2018 11:49:07,Paid Gacha Only,,,,,,,,,,,,,,,,,Nikola Tesla,Tamamo no Mae [Lancer],,Xuanzang,Shuten Douji,Florence Nightingale,,,"Anne/Mary [Archer], Marie [Caster], Shishou NP5 [Assassin] aka event done",Between 3 and 6 months,6,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
